,601119000
"The ANIMAL-FREE Chef in support of FIVE Principles To A Better Life: No Prejudice, Discrimination, Enslavement, Torture, Slaughter",0
The 2A Station,0
Thad Michael is Senior Benefits,0
Texas Home Authority,0
Texas Gun Law Blog,0
Texas EMS Academy,0
Terrie Moore,0
Terance D McCutchen,0
Temple Terrace Area Democratic Club,0
Teamsters 117,0
Tea Party of Cumberland County,0
Taylor for Probate,0
Targeted Technologies LLC,0
Tanisha Logan-Lattimore for Chemung County Legislature,0
Tandem Properties,0
Tacoma Creates (Prop 1),0
"TB Reporter does not run political ads on Facebook. We are a news site that writes about politics. If you think this is an ad, it is not. It is a story about politics or a politician. The ads are paid for by Ragranok Group but they are not political ads. This is to comply with Facebook requirements",0
Swing Left,0
Swenson for House,0
Swarthmore Democrats,0
Swag of the Savior,0
Suzanne Domagala,0
Sutherlin Oregon Politics,0
Sustainable Politician Project,0
Sussman for Attorney General,0
Susie Skaggs,0
"Susan L. McCollum, Candidate for Fairmont City Council, District 1",0
Susan Ellenberg,0
Susan Dalton,0
Surge Media,0
Supporters of the BDS movement,0
Supporters of Keep the Park Green,0
Supporters of Jackie Phillips2018,0
Sunny Park for Buena Park  FPPC Campaign ID No.1397511,0
Sullivan for Township Committee,0
Students Against Cruelty to Animals,0
Stuart Shapiro,0
Strong Blue Wisconsin PAC,0
Stop the Dump,0
Stop Recruiting Kids,0
Stookey's Club Moderne,0
Stonington Democratic Committee ,0
Stonewall Democrats of Arizona. Not authorized by any candidate or candidate's committee.,0
Stew James Stewart,0
Stevens for Bannock,0
Steven Specht,0
Steven Seiner,0
Steven Leibowitz for State Rep,0
Steven G Heisler for Titusville City Council Seat 5,0
Steve Vernon,0
Steve Toth Campaign,0
Steve Thomas,0
"Steve Spradley, Candidate for County Commissioner, Taylor County District 3, NPA",0
Steve Schoettmer for State Representative,0
Steve Parker,0
Steve Oestreicher for County Commissioner,0
Steve Guiliotis,0
Steve Crowe for Bryant City Council Ward 2,0
Stephanie Canter for South Kingstown School Committee,0
Stateline JJM,0
State The Vote,0
State Senator Peter MacGregor,0
State Representative Shawn Thierry,0
Stalzer for South Dakota,0
Stacie Long,0
Spiritual and Practical Socialism,0
Southern Majority,0
South Weld GOP,0
South Central WA Federation of Democratic Women,0
Sonoma Ecology Center,0
Somerset County Democrats,0
Sofia Sepulveda,0
Sofia Rubalcava for Ventura City Council District 1,0
Society To End The Entitlement Mentality,0
Social Work Helper,0
Snohomish Citizens for Transparent Government,0
"Smyth4Flacc, PO Box 1221, Marion, VA 24354. Not authorized by any candidate or candidate's committee.",0
Smith For Courtland Township Committee ,0
Smith County Democratic Party,0
SmartWorks Partners,0
"Sitrep: China, LLC",0
Sinasohn for Board of Education 2018 - FPPC #1401497,0
Sierra For Arizona,0
"Sierra Club, Great Falls Group",0
Sierra Club Nevada PAC,0
Side Design LLC,0
Sid Bowdidge,0
Shop Coffee Club,0
Shirts For The Laugh ,0
Shirley Brown for Sarasota County School Board - District 4,0
Shine Corpus Christi,0
Sheila Johnston for West Sacramento City Council,0
She Has Hope,0
Shawn Thierry,0
Shawn Dewane,0
Shaun Pollenz for School Board,0
Shaun Kunz for Seminole Soil & Water Conservation District: Group 5,0
Sharon Ahern,0
"Shark Tank Media, LLC",0
Shaposhnikov.News,0
Shalon Latour,0
"Shala Perez for State Representative, George Anthony, Treasurer",0
Shaheen,0
Shafi Love Goodwin,0
"Sera for Council, PO Box 474, Brigantine, NJ 8203",0
Senator Scott Wilk,0
Self/Stella Martin,0
"Sekhmet Liminal Press, LLC",0
Secular American,0
Sean Emerson,0
Sean Carrigan for Congress ,0
Seafood Harvesters of America,0
"Scott Warren, Mt View WA Democrats",0
Scott Gurvey,0
Schwartz Center for Economic Policy Analysis,0
Schulz for Council,0
Save The Youth Co,0
Sarah M. Bowen,0
San Leandrans for Great Schools - Yes on I,0
San Francisco Community Housing Act (FPPC# 1405735),0
"San Diego County Gun Owners PAC | P.O. Box 124667, San Diego, CA 92112 | This advertisement was not authorized or paid for by any of the candidates for these offices or a committee controlled by any of the candidates.",0
San Antonio Charter Moms,0
Salt Lake County Black Democrats,0
Saint Police Systems,0
Sacramento Take Back the Night,0
Sacramento State Ed.D. program,0
STOP JEFFERSON PARKWAY,0
STAR Voting for Multnomah County,0
SMARTaxes PAC,0
SEIU Local 121RN,0
SD36 MNGOP,0
S. Daniel Carter,0
"Ryan Salzman, Bellevue KY City Council",0
Ryan Milligan,0
"Ryan Hughes for City Council, 214 Charles St, Ann Arbor, MI, 48103",0
Ryan Guillory,0
Ryan Fagan for Burnsville City Council,0
Ryan Dvorak for State Representative,0
Ryan Bundy for Governor ,0
Ruth Ward for Senate,0
Ruth Luevanos for Simi Valley City Council 2018 FPPC# 1408927,0
Rumson Republican Club,0
Rudy Gaona for Anaheim Mayor 2018,0
RoundTable Politics,0
Rotary Club of El Dorado Hills,0
Ross for Oklahoma 2018,0
Ross Rosenberg,0
Rosemont Citizens Association,0
Ronda Shumway Doolen Campaign,0
Ronald Granieri,0
"Rome for Kansas, Beatrice M. Zimmerman, Treasurer.",0
"Rolling Hills Electric Cooperative, Inc. ",0
"Roger Gilson, The Other Hudson Valley",0
Roger Foster for Mayor,0
Roger CPA Review,0
Roger Barone For Congress Principal Campaign Committee,0
Rocky De La Fuente for Senate 2018,0
Roberto Martinez,0
Robert Sherman CBS 42,0
"Robert K. Adams, Pembroke News (DBA)",0
Robert J Mastronardi,0
Robert J Kubick Jr,0
Robert Carr,0
Robert Burch HD30,0
Rob Foraker For Delaware,0
Rob Biddle,0
RoRoSoBo Blue,0
"Ripley for MO Integrity, Shannon Dowers, Treasurer",0
Right on Campus Inc.,0
Richmond Standard,0
"Richard Wright for District 8, Jennifer Serna, Treasurer",0
Richard Ross,0
Rich Montgomery for County Board,0
Rhode Island Student Climate Coalition,0
Results are not typical,0
Restora Health,0
Republican Liberty Caucus of Ohio,0
Renew Missouri ,0
"Renee Schnurstein on her own behalf 801 Omaha Ave. Worthington, MN 56187",0
Renee Schnurstein on her own behalf,0
Rene Spring for City Council 2020,0
"Regier for House District 4, Terry Fosbery Treasurer, PO Box 9763, Kalispell, MT 59904",0
Regen Network,0
RefugeeOne,0
Reframed PR & Marketing,0
RedaJames Corporation  Not Authorized or Affiliated by Any Candidate or Candidates Committee,0
Reconstructing Judaism,0
RecapZone,0
Rebecca Casper,0
"Rebecca Bailey, Fiscal Agent, Piermont NH ",0
Realtors® Political Advocacy Committee,0
"Re-elect Joe Weedon | 1406 C Street NE | Washington DC 20002 | Denise Forte, Treasurer.  A copy of our report is filed with the Director of Campaign Finance of the District of Columbia Board of Elections.",0
Re-elect David N. Smith to Scottsdale City Council,0
"Re-Elect Lisa Wexler for Probate Judge Committee, Carolyn Armbrust, Treasurer",0
Ray Smith for Mayor of Shreveport,0
Ray Pilon Republican for Florida House District 72,0
Rasputin's Liver,0
Ramona Thompson Campaign ,0
Raider Champions Foundation,0
Raeanne Danielowski on her own behalf,0
REID JOHNSON FOR HOUSE,0
R3 Retirement Educators,0
Pure Salt Media,0
Protect Your Preserve PAC,0
Protect Wyoming Jobs,0
Protect Life Michigan,0
Progress of a Kind,0
Professor Vernellia Randall,0
Pro-Life Threads,0
Pro Life Man,0
Pride PAC,0
"Prepared by Jamie Becker-Finn for 42B, 1769 Lexington Ave N #151, Roseville, MN 55113",0
Precinct 30-1,0
Populist Wire LLC ,0
Popular Vote Maine,0
Pop Fizzion,0
"Political advertisement approved by Nancy Thrower, Non Partisan for Marion County School Board District 4",0
Political Laboratory,0
"PolitaCoach, LLC.",0
Polilit & Grit ,0
PoliEqual,0
Pledge Red America,0
Plant City Main Street,0
Plant City Jobs,0
Pittsburgh United,0
Pircio For Ohio,0
Physicians Quality Care,0
Phil Beracha for Margate City Commissioner Seat 3,0
Peter for District 1,0
Peter Hernandez for San Benito County Board of Supervisors District 3 FPPC ID #1404041,0
"Persian Vote Project. Not affiliated with any candidate, political party, corporate sponsors, or interest groups.",0
Perry County Democratic Committee,0
Perry Berkowitz Campaign,0
Peri Pourier for SD House 27,0
Peoria IL County Democrats,0
"Peoples For Probate, Karl Badey, Treasurer, Approved by Sean Peoples.",0
People for Glenn L. Ross,0
People Who Love Astronauts,0
People For Brandon M. Scott Alicia Wilson Treasurer ,0
Pennsylvania Promise - Higher Ed,0
Pennsylvania Coalition for Civil Justice Reform,0
Peace Gospel ,0
Peace Club,0
"Pd. Pol. Ad Sarah Davis Campaign • Kent Adams, Treasurer • 4148 Bellaire Blvd, Houston, TX 77025",0
"Paul McElligott, an individual.",0
Paul DiBartolo,0
Paul Carlson,0
Paul Bailey for State Senate,0
Patriots Against Trump,0
Patriotic Democratic American Workers Party ,0
"Patriot Place, a non-profit corporation",0
Patricia Sexton on behalf of The Happiness Idea,0
Patric Rutherford,0
Pat Banks for State Representative Campaign,0
Party People,0
Partnership for Working Families,0
Partin for NMPRC Committee,0
Paris Wade for Nevada,0
Pam Staneski,0
"Palmetto Kids FIRST Scholarship Program, Inc.",0
Palmer for City Council,0
Palestine Legal,0
Paleo Politico News,0
Palatine Township Republican Organization,0
Paid for by Women's Rights and Empowerment Network,0
"Paid for by Tom Leonard for Michigan, PO BOX 261, Dewitt, MI 48820",0
"Paid for by Tim Melson for State Senate P.O. Box 550 Florence, AL",0
Paid for by Myel for School Board 2018. Committee ID #140136,0
Paid for by Mindy Koch for Florida House District 81,0
Paid for by Mark Mervich,0
"Paid for by Friends of Zahra S. Karinshak, Inc.",0
"Paid for by Friends of SDSU, a coalition of SDSU alumni, business and community leaders. Major funding by Jack McGrory and Robert Payne.",0
"Paid for by Essex County Republican Party Organization, Inc.",0
"Paid for by Esposito & Surano for Bernards Township Committee, Kathleen I. Piedici, Treasurer, P.O. Pox 195, Basking Ridge, N.J.",0
Paid for by Diehl for U.S. Senate,0
Paid for by Charles Lenchner,0
Paid for by CFG Action Missouri and not authorized by any candidate or candidate’s committee. www.cfgactionmissouri.com,0
Paid by Committee to elect Mike Whiting,0
Page Cole,0
Page,0
PSU's College of Urban and Public Affairs,0
PI Clothing Company,0
PEMBERTON TOWNSHIP REPUBLICAN COUNTY COMMITTEE,0
"PAID FOR WITH REGULATED FUNDS BY MICHIGAN PLANNED PARENTHOOD VOTES SUPER PAC, P.O. BOX 15041, LANSING, MI 48901. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE.",0
Oxford County Democrats,0
OutRight Action International,0
Our Revolution of Southern MN,0
Our Revolution Detroit: Progressive Movement,0
Oscar Moreno JR,0
Organize Win Legislate Democratic Club of Sacramento,0
Oregon Wild ,0
"Oraynab Jwayyed, Founder of Business Interludes",0
Orange County Health & Life Insurance,0
One More Child,0
Omar Yacoubi,0
"Olivia Babis, Democrat, for Florida Senate District 23.",0
Olive Democrats,0
Oley Larsen for Senate ,0
Oley Larsen for Senate,0
Ohio eSchool Families and Friends Coalition,0
Ohio Valley Economic Coalition. ,0
OgreOgress productions,0
"OUR UNITED RESOURCE PAC, OUR-PAC.COM, NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE.",0
"O'Dea for State Rep, Kerry O'Dea, Treasurer. Approved by Tom O'Dea",0
Nuno for Manteca City Council 2018,0
Nuclear Hotseat donors,0
Noticias Xtra Media,0
Nothing But Nets,0
Northeast Tarrant Democrats,0
Norman Oetker,0
Nora Slawik for Mayor,0
"No on Prop J PAC - Nicole Joslin & Matthew Borah, John-Michael Cortez, David Sullivan, Dick Kallerman, and Angela De Hoyos Hart",0
No Public Debt,0
No More Tax Shelby County Committee,0
No Kill Long Beach - Stayin' Alive,0
"Niki Norton, Republican, for Martin County Commissioner",0
Nicolas Bowling,0
Nick Martin for Local Office,0
Nick Exline For STPUD Board,0
New Yorkers Together. This communication was not expressly authorized or requested by any candidate or by any candidate's political committees or any of its agents.,0
New Yorker-Nepalese on ending HIV,0
"New Jersey State Laborers' Political Action Committee, 104 Interchange Plaza, Ste. 301, Monroe Twp., NJ 08831.",0
New Friends PAC,0
"New England, New Energy",0
Nevada State Democratic Party,0
Netly LLC,0
Neofauve,0
Nelson for County Attorney,0
Neighbors of Frances Akridge,0
Nebraska Family Alliance,0
Nebraska Democratic Party LGBTQIA Caucus,0
Neal Shah,0
"National Council of Jewish Women, Greater Miami Section",0
National Conference on Public Employee Retirement Systems,0
Nathaniel Livingston,0
Nathan Morin for Register of Deeds,0
"Nate Kilton, Plant City Commissioner",0
"Naomi for Talbot County, Bob Hyman, Treasurer",0
Nantucket Coastal Conservancy,0
NCGOP 4th District,0
NARAL Pro-Choice Ohio Foundation,0
NARAL Pro-Choice Massachusetts,0
Muslim Legal Fund of America,0
Muslim Anti-Racism Collaborative,0
Muskegon Times,0
Muffy for Idaho,0
"Mudrick & Zucker, P.C.",0
Mountain Brook Democrats,0
Motuss Media,0
Motuss,0
"Morris County Democratic Committee, Inc",0
Morgan Hill Chamber of Commerce,0
Moorestown Democrats,0
Montezuma County Democrats,0
Monteia Mundy Owenby for Council,0
Monroe County Young Democrats,0
Monongalia County Democratic Executive Committee,0
Monica Ross-Williams,0
Mitch Swoboda For State Representive,0
Mitch Novick,0
Missouri Sierra Club Osage Group,0
Missoula Current and Montana Today,0
Mission + Strategy,0
Mira Prinz-Arey for Council,0
"Minnie""Cotton"" Diallo",0
Minnesota Senate Republican Caucus,0
Minnesota Local Pro-Liberty Candidates,0
Mike Webb,0
"Mike Visconti for Concord, NH - Ward 4 | State Representative",0
Mike Sannella for San Marcos City Council,0
"Mike Moore, Republican for Pasco County Commissioner District 2",0
Mike Heiser,0
Mike Gay For Carlton County Commissioner,0
Mike For South Dakota District 16,0
Mike For Sheriff,0
"Midnight Sun Republican Women's Club 3705 Arctic Blvd Suite 1700 Anchorage, AK 99503",0
"Middletown, OH",0
Michiganders Against Corruption (MAC),0
Michigan Politics,0
Michigan Legislative Consultants,0
Michelle Stennett For State Senate,0
Michelle St. John for State Representative,0
Michael McCranie,0
Michael McConnell.  Not authorized by a candidate or candidate’s controlled committee.,0
Michael J. Beard for Bemidji City Council Ward 2,0
Michael Alexander for City Council,0
Metropolitan Housing Coalition,0
Metoofuture,0
Merrill 2018,0
"Menomonee Falls Action Team, Chris Byrnes, Chair",0
Memphis Pre-K Initiative,0
Memes That Are Right,0
Melissa Hubbard,0
Melissa Couture for State House 114,0
Melanie Nutter for BART Board 2018,0
Megan Crawford for PVPUSD School Board 2018,0
Mecklenburg County Republican Party,0
McKenney for County Council,0
McHenry County Farm Bureau PAC,0
McFarland for Arizona,0
McCaskill for School Board,0
McBride for Assembly ,0
Max Sklar,0
Maureen Bryant,0
Matthew for Georgia,0
Matthew William Guerra,0
Matthew Stein,0
Matthew Bartko,0
Matt Vaca Sams for Better Schools and Brighter Futures,0
"Matt Nye, Brevard County Watchdog",0
Matt Miller For Constable,0
Matt Beasley for Justice of the Peace,0
Marywood Estates,0
Maryland League of Conservation Voters,0
Maryland Catholic Conference,0
"Mary McNally for Legislatre * Democrat * PO Box 20584 Billings, MT 59104 * Joanne Sheridan, Treasurer",0
Mary J. Orange For Circuit Court Clerk,0
Marvin Davis,0
Marty Bates for Ventura County Board of Education,0
Martinez for Colorado,0
Martin Jackson,0
Martin Barry for Governor 2018,0
Marta Cruz for Cloverdale,0
Marshall County Young Democrats,0
Marketing Prosperity llc,0
Mark Wright for Governor. Mark Wright Treasurer.,0
Mark Uncapher,0
Mark Strauss For Congress,0
Mark Sloan for US Senate SC,0
Mark Langfan,0
Mark Kness,0
Marina De La Rosa,0
Mariedyth Gayas,0
Marianna Wooden,0
Maria Sorolis for Kentucky Campaign,0
Margaret Renkl,0
Marcee Pauff,0
Manolis 4 AZ House; authorized by Jan Manolis,0
Mann for Chabot-Las Positas Community College Board 2018,0
Maggie Pearson Marketing ,0
Madwire Media LLC,0
Madhav,0
Machaela Cavanaugh for Legislature,0
MOVE Texas,0
MJ For Texas,0
M/Ocean Tees and Gear,0
Lynn Anderson for Brown County Commissioner,0
Luke von Trapp,0
"Luke Tinsley for County Commission; Stanton Anno, Honorary Treasurer; Andrea Forsythe, Treasurer",0
Luis Padilla,0
Lucy Vinis,0
Lucy Reflects,0
Luckner For Congress,0
Louisiana Fact Check,0
Lou Ford,0
Lorre Kantz,0
"Lori Olson for W.I.S.D. School Board, Place 1, Campaign",0
"Lori Olson WISD School Board, Place 1",0
Lori Hendricks - Wagoner County Clerk,0
"Lori Berman, Democrat for Florida Senate 31",0
Lorain County Libertarian Party,0
Lock Him Up T Shirts,0
Lloyd Wold,0
Livermore Parents,0
Live Green Real Estate,0
Little Steps Big Impact,0
Lisa Marie Nolen,0
Lisa Longo,0
Lis Cox,0
Linglestown Gazette,0
Lindsey West,0
Linda for Sandoval County,0
Linda Breen for Carlsbad City Council D1,0
Linda B Hansen for Utah Board of Education,0
Lincoln Unified Teachers Political Action Fund,0
Lima/Allen County Chamber of Commerce,0
Liles Taylor for Magistrate,0
Lightyear,0
LibertyCons,0
Liberty on the Rocks Flatirons,0
Liberty News 1776,0
Liberty Junkies,0
Libertarian Party of Polk County Iowa,0
Libertarian Party of Philadelphia,0
Libertarian Party of Kentucky 3rd District,0
Libertarian Party of Kentucky,0
Libertarian Party of Grays Harbor,0
"LiberalViewer, A Media Criticism & Political Analysis Vlog on YouTube",0
Liberal SpecialTees,0
Liberal Drivel,0
Lewis Moore for State House 2018,0
LevelTalk®,0
"Leshan Jayasekera  Pol Adv. for Justice of Peace, Precinct 2, Place 2, Brazoria County, Texas, Raja Muthupillai,Treasurer",0
Lesbian Pride Organization ,0
Legislator Matt Luvera,0
Legacy Republican Club via Cassie Weaver,0
"Left Over Rights LLC, an independent grassroots movement",0
Lee Bridges for HD 92 ,0
"Learn Together, Live Together",0
Learn Our History,0
Leah for Assembly 4335 Birch Lane Fairbanks AK 99709,0
League of Women Voters of Santa Barbara,0
League of Women Voters of Roseville Area,0
League of Women Voters of Bucks County,0
League of Women Voters Upper Mississippi River Region,0
League of Women Voters Education Fund,0
League of Women Voters Dakota County,0
Leader Heights,0
Lazarus/Foster Authors,0
Law Office of Robbi Abrams Cook,0
"Laurent Colvin, DC",0
"Laurel for State Rep, Victoria Short, Treasurer. Approved by Laurel Steinhauser.",0
Laura Sterling,0
Laura Sibilia for VT,0
Laura Parmer-Lohan for San Carlos City Council · FPPC #1403049,0
Laura Koerner Campaign,0
Lathrop for Legislature,0
Las Vegas Newspaper,0
Las Vegas Academy Alumni Association.,0
Larry's Ice Cream,0
Larry Knight,0
"Larry Groh Jr. for 51st District, Lauri Germain Treasurer. Approved by Larry Groh Jr.",0
Larry Carr,0
LareDOS News,0
Lana J. Heath de Martinez,0
Lady Peace,0
La Malinche Restaurant,0
LTMB,0
LR3 Consulting,0
LP Indivisible,0
LD10 Pima Democratic Committee,0
L.E.A.D. Nation & the South Florida Youth Summit,0
L. W. Henderson,0
L. M. Lewis Consulting,0
Kyle Branham for Versailles City Council,0
Kurt Glazier - Whiteside County Republican Party Chairman,0
"Krupen & Subnani Investment Group, LLC",0
Kristina Garner,0
Kristen Chambers,0
Kreitlow Media,0
Kratom Trade Association,0
Krapohl For Council,0
Koling LLC,0
Knute for Governor,0
Kimbrough for Sheriff 2018,0
Kimberly T. Powers,0
Kimberly Ann Cobos-Cawthorne for Council 2018 #1409015,0
Kim Porteous,0
"Key West Bicycle Association, a cycling advocacy group located in Key West, FL",0
Kevin Puckett for School Board,0
Kerith Cares,0
Keri Kropke for Brea School Board 2018,0
Kenny Jacobs,0
Kennette Goodman,0
Kendra Von Achen for Board of Education,0
Kelly Gallaher,0
Keith Rollman,0
Keepsakes Plus,0
Keep Calvert Country,0
Keep America Great Memes,0
Kaysuv Boyina,0
Kaufman for Board of Education,0
Kathy Gordon  The views expressed here are meant to keep local progressives/Democrats informed about events of interest. Your relevant comments are welcome. Please keep it polite.,0
Kathrynn Thompson,0
Kathryn Eardley,0
Katherine Borges for Supervisor 2018,0
"Kasoff for STL, Raymond Harbert, Treasurer",0
Karrie Delaney for Delegate,0
Karey Hanks,0
Karen Goh,0
Karen Farrer for Malibu City Council 2018,0
"Kansas Conservatives, A project of APV",0
Kane County Reporter,0
Kaiden Celia and Saverino for Collingswood BOE,0
KVC Hospitals,0
KOLUMN Magazine,0
Juventas New Music Ensemble,0
Justin Holland Campaign,0
Justin Allen H. ,0
Justice For Robert,0
JustTrumpyThings,0
Julio Castaneda and friends,0
Julie Colombero,0
Juicesauce,0
Judge Josh Burgess,0
Joshua Scott for Congress,0
Josh Revak for House,0
Josh Cutler,0
Jordan York,0
Jonothon Mitchell,0
Jonathan Prykryl,0
Jonathan Nez for Navajo Nation President,0
Jonathan Makeley,0
"Jon Uman for Alachua County Judge, Group 2, non partisan. This page is managed and maintained by the Committee of Responsible Persons to elect Jon Uman for Alachua County Judge, Group 2, nonpartisan.",0
Jon Geeting,0
Johnny C. Garrett,0
Johnnie Caldwell for House,0
John Wasik for Lake County,0
John Todd ,0
John Pilecki,0
John Perez,0
John Paul Ledesma,0
John McCann,0
John Lopez,0
John Fisher for Bell County Commissioner - PCT. 4,0
"John Cano, 2016-2018 President, Kiwanis Club of Austin-Northeast; a non-partisan civic organization.",0
John Baker for SSFUSD Trustee 2018,0
Joey Rodman for House 2018,0
Joe Laswell,0
Joe Conservative,0
Jody Hurt for Senate,0
Jodi Muirhead for SCUSD School Board fppc# 1405640,0
Jo Ann Sabbagh For Congress,0
Jim Wilson,0
Jim Walther,0
Jim Schooler for YV Town Council,0
"Jill Luke for North Port City Commission, District 5 ",0
Jill Cody,0
Jersey City Republican Party,0
Jerret Wright for Cottage Grove City Council,0
Jeremy Reynolds for Dunedin commission seat 4,0
Jennifer Weinhammer,0
Jennifer Scott McGlone,0
Jennifer Santana for USGVMWD Director 5 FPPC Pending,0
Jennie Butler for Maine House District 25,0
Jeni Woock,0
Jehovah and Jesus Independent Dance Monastery Towers Religion Church Corporation,0
Jeff Hayner for City Council,0
Jeff Harting for Pike County Recorder,0
Jeff Bridges for Colorado,0
"Jeanette Coffey, Sunrun Solar Consultant",0
"Jean Monestime for Miami Dade County Commission, District 2",0
Jason Jackson Online,0
Jason Dunn,0
Jason Charbonnet Campaign,0
"Jasmine Ali for Leon County Commissioner, District 1",0
Jared J. H. Catapano,0
Janine G. Bauer,0
Janet Koehler,0
"Jamie Davis Vandiver, 261 Co. Rd. 134 Town Creek, AL  35672",0
James Norton,0
James Maness (No Russian or taxpayer monies used),0
James Joseph Connolly,0
James Jeffrey Nunn,0
James Freed,0
James For OKC 2019,0
Jacqui Irwin for Assembly 2018 (FPPC ID#1393074),0
Jacob Faught for Benton County JP District 12,0
Jaclyn Schildraut,0
Jackson Ribler,0
"Jackie Mason, Libertarian",0
Jackie Gonzalez,0
Jackie Bachman,0
Jack Hamlett for Governor,0
Jack Dale,0
JP & Associates REALTORS®,0
JE,0
JD Miller (JDzyne),0
JAM INT'L LLC,0
"J. Scott Bayne for Davie Town Council, District 3",0
"J. Keaty. The content in the Progressive Reality Check's page is accurate as far as I can tell from the many resources that I use to validate information. My opinions in these commentaries are mine alone and are not paid for by any candidate or political party. If you do not like what you see, you are welcome to leave my page and never return. Thanks",0
It Starts Today Missouri,0
Island County Republican Party,0
Isaac Newton Farris Jr,0
"Investment advisory services are offered through Foundations Investment Advisors, LLC and is a SEC Registered Investment Advisor. South Carolina Insurance License #142898",0
Interfaith Alliance of Colorado,0
Integral Ecology Research Center,0
Inspiration Ministries,0
Insert Candidate Name HERE ,0
Innovative Design Concepts (IDC),0
Info Pilgrims ,0
Indivisible Golden Triangle MS,0
Indiana Talks,0
Independence America,0
Impact Republicans of Kings County,0
"Immigration Lawyers at the Law Offices of Joshua L Goldstein, PC",0
IlliniPAC,0
Iljosa Dobler,0
If/When/How: Lawyering for Reproductive Justice,0
ISO Democracy,0
IMGE,0
ICON Conference,0
I Can't Believe it's Not News Podcast,0
Hungry4Justice,0
How To Be Pro-Life,0
Hospital Association of Rhode Island ,0
Hosam Haggag for City Clerk 2018 - FPPC #1409464,0
Hon. Andrew M. Engel 2018 Campaign Committee,0
Hominies Democrats of Buncombe County Democratic Party,0
"Holocaust, Genocide, and Human Rights Project",0
Holmdel Republican Party,0
Hollywood Local of The Los Angeles Tenants Union,0
Hirstified,0
Hinkle for Kentucky,0
Hillsborough Community Protection Coalition,0
Hillcrest Democratic Club,0
"Hilary Caskey, President  PABAC Charlotte County",0
Heritage Wealth Planning,0
"Henry Gomez, Webmaster Babalu Blog. ",0
Hennepin County Library,0
Hendel and Associates,0
Hell's Kitchen Democrats,0
Heenan for County Commissioner,0
Heather K.Pagel for School Board,0
Heather Garcia,0
Heartbeat International,0
Heard Mentality,0
Heading Home NM,0
Hayes for Alderman,0
Hawkins Company,0
Hartford Foundation for Public Giving,0
Harry Cohen for Mayor (nonpartisan),0
Harrison County Democratic Executive Committee,0
Hardin County Iowa Democrats,0
Haddon Heights Democratic Club,0
"HAWK Advisers, Inc. ",0
Gwinnett County Young Democrats,0
Guy for School Board,0
Gunnison County Democratic Party,0
Guerrilla Warrior,0
Greg Gomez not a connected with any individual campaign or campaign committee,0
Greenhalgh for Indiana,0
Green Bay Sausage,0
Greater Lafayette Immigrant Allies,0
Grayslake Teachers,0
Grassroots St. Vrain,0
Grant and O'Brien for Mendham Township,0
Grant Henninger for City Council 2018 - FPPC ID# 1397943,0
Grandmothers For Action,0
Graham Davis for Detroit,0
Government Poli-Tees,0
Governing magazine,0
Goodbye DNC,0
Gonzo KIng Media a Product of Tornado of Truth Productions ,0
God Is On Our Side - Activist,0
Go Humane Naperville,0
Go Africa Network Inc. & Go Africa LLC,0
Go Africa Network Inc & Go Africa LLC ,0
Global News Watch,0
Global Hope Network International,0
Glenn Johnson,0
Glenn Grothman for Congress,0
"Glen Peck, Williamson County Democratic Party Precint Chair - Precint 140",0
Gladson for Council 2018 - FPPC ID #1397503,0
Ginna E. Escobar #1401182,0
"Gini For Schools, Shawn Pelletier, Treasure",0
Ginafortowncouncil ( pending),0
Gil Montalvo Jr.,0
Giggles Factory,0
Gerald Boudreaux,0
Gerald Banks Sr,0
Georgia Blue Politics,0
George R. Macri,0
George DeSerres,0
Genomind,0
Geis for Ohio committee,0
Gasson for NUSD 2018 FPPC#1410346,0
Gary Barham for District 3 Commissioner,0
Gary 2018,0
Garfield County Republicans,0
GardenShare,0
"Garcia, Public Servant Omaha",0
Gail Young for North Carolina,0
"Gail Lavielle for State Representative, Emily D. Wilson, Treasurer. Approved by Gail Lavielle.",0
Gahanna Democrats and Friends,0
GYD: Douglas Blair,0
GG for Delaware,0
G.W. Apparel,0
Funny Stuff Unrated,0
Funk for City Council 2018,0
From Prison Cells to PhD,0
Friends to Elect Kathy Wiejaczka,0
Friends to Elect Carol Timm,0
Friends of the Greenville TEA Party,0
"Friends of Zackery Tyndall, Treasurer, Edwin A. Rommel III",0
Friends of Zachary Kovach,0
Friends of Yogesh Chawla,0
Friends of William J. Kelly,0
Friends of Village Creek Boat Ramp,0
"Friends of Tim Wadsworth • 1175 Helicon Road • Arley, AL 35541",0
Friends of Sophia Resciniti,0
Friends of Sister District NY 12-13-14,0
Friends of Sean Mullally,0
Friends of Sam Guy,0
Friends of Ronnie Opolka,0
Friends of Ron Anderson,0
"Friends of Robin Comey, Anthony Giardiello, Treasurer ",0
Friends of Rebecca Clarke,0
"Friends of Phillip Pettus, 771 County Road 144, Killen, AL 35645",0
"Friends of Phil Chabot, Mecheal Hamilton - Treasurer",0
"Friends of Nicole Lowen, PO Box 4148, Kailua-Kona 96745",0
Friends of Nelson,0
Friends of Mike Cheokas,0
"Friends of Mike Arnold, Carl Meadows ,Treasurer ",0
Friends of Michaelle Solages,0
Friends of Michael C Steiner,0
Friends of Michael Blake,0
Friends of Meta Mueller,0
