,39513400
Marquez for AZ. Authorized by Matthew Marquez,0
Marque Snow for OPS,0
Marpheen Chann,0
Marla Vagts for Minnesota House 58B,0
Marla Hines for Circuit Court Clerk-Morgan County,0
Markwayne's Logic,0
Marketing Prosperity llc,0
Mark Wright for Governor. Mark Wright Treasurer.,0
Mark Weiner Law,0
Mark Weaver,0
Mark Uncapher,0
Mark Tippetts for Governor,0
Mark Thiel for Superior Court Judge,0
Mark Strauss For Congress,0
Mark Sloan for US Senate SC,0
Mark Shelley for Senate Committee,0
Mark Russell For Utah ,0
Mark Russell For Utah,0
Mark Phariss Campaign Pol. Adv.,0
Mark Peterson,0
Mark Paul,0
Mark Nelson For Cowlitz County Sheriff 2018,0
"Mark Nash, Democrat, for Hillsborough County Commission, District 5.",0
Mark Nagales for City Council 2018,0
Mark Mudd for Butler County Judge/Executive,0
"Mark Moon for Blount County Sheriff, 200 Greystone Dr. Oneonta, AL 35121",0
Mark Marshall,0
Mark Manoil for Arizona,0
Mark MacKenzie for Congress,0
Mark Langfan,0
Mark Kness,0
Mark Keough Campaign ,0
Mark Johnson Candidate for Hernando County School Dist. 1,0
Mark Johnson,0
"Mark Jantzer For City Council, Nancy Wegenast Treasurer",0
Mark Haase for Hennepin County Attorney,0
Mark H Creech,0
"Mark Gotz, Republican for Florida State House District 84",0
Mark Gibboney for Mayor 2018 ID # 1402260,0
Mark Gallivan,0
Mark Fernald for State Senate,0
Mark Feinstein for Providence City Council,0
Mark E Glogowski,0
Mark DeShong,0
Mark Davis,0
Mark D Black,0
Mark Brunton,0
Mark Beltavski,0
Mark Baker for Mississippi,0
Mark Andre for State Representative,0
Mark A Medina Sr. for President TWU LOCAL 577,0
Marival Insurance,0
Marise C. James,0
Marion County Young Democrats,0
Marion County Children Services Levy Campaign Committee,0
Marion County,0
Mario Perez for District Court Judge,0
Mario Munoz,0
Mario Barnes,0
Marino for Senate,0
Marina De La Rosa,0
Marin Democratic Party,0
Marilyn Ezzy Ashcraft for Alameda Mayor 2018. FPPC ID 1405464.,0
"Marilyn Burgess Campaign, Jennifer Bachand-Halvorson, Treasurer",0
Mariia Williams,0
"Marihelen Wheeler, Democrat, for Alachua County Commission - District 2.",0
"Mariella Smith, Democrat, for Hillsborough County Commission, Countywide (District 5).",0
Mariedyth Gayas,0
Marie Robb Campaign,0
Marianna Wooden,0
"Maria for the 49th Ward. A copy of our report is filed with the Illinois State Board of Elections is available on the Board’s official website or for purchase from the State Board of Elections, Springfield, Illinois.",0
Maria Sorolis for Kentucky Campaign,0
Maria Nuñez for San Marcos City Council District 1,0
Maria Norman for School Board,0
Maria K. Fotopoulos,0
"Maria Horn for 64, Shelley Harms, Treasurer. Approved by Maria Horn.",0
Maria Blaeuer for Board of Education,0
Mari Cordes for Vermont House,0
Margo McDermed,0
Marggie Castellano for Senate 2018,0
Margaret Renkl,0
Margaret Pratt for Kyrene Governing Board,0
"Margaret Flowers, co-host of Clearing the FOG Radio",0
"Maresh for House 11807 Pennsylvania Ave N. Champlin, MN 55316",0
Marcus Sanders for State House,0
"Marco For Missouri, Treasurer Clayton Henry",0
"Marcie Hornick, Fiscal Agent, 169 Kimball Street, Littleton, NH",0
Marcie Foster- Cherokee County Commissioner District #3,0
"Marci for Kansas Treasurer, Michael Delaney, Treasurer",0
"Marchon Tatmon, Mayor of Oakland 2018",0
Marchant for Solicitor,0
March for Our Lives: Boston ,0
March To The Polls Rockford,0
Marcee Pauff,0
Marc Veasey for Congress,0
Marc Steinorth for City Council 2018,0
Marc Lucio for Chino City Council,0
Marc Boswell.,0
Marc Aveni for City Council,0
"Maralyn Chase for Senate, PO Box 77267 Seattle WA . 98177",0
Maples Media LLC / Forward Kentucky,0
Maple Heights African American Gazette,0
Manveer Sandhu For Fairfield City Council FPPC ID# 1407298,0
"Manteca Trailer & Motorhome, LLC",0
"Manolo Reyes for City of Miami Commissioner, District 4",0
Manolis 4 AZ House; authorized by Jan Manolis,0
Manny Vilar,0
Manny Pelaez,0
Mann for Chabot-Las Positas Community College Board 2018,0
Mandy Meisner for Anoka County Commissioner,0
Mandy Kimmons for State House,0
Manda Moore,0
Mancuso For City Council 2018 FPPC #1387291,0
Manchester Republican Committee,0
Manchester Democrats.,0
Malcolm J Stewart,0
Malcolm Cherry for State Representative ,0
Makeda Scott for Board of Education,0
Make NY Red Again ,0
Make Michigan Great Again,0
Make America United Again ,0
Major Thibaut for Parish President Campaign ,0
"Majestic Dynamics, LLC",0
Mainers for Accountable Leadership,0
Maine Liberty PAC,0
Maine Coast Heritage Trust,0
Maine Audubon,0
Mahmoud Mahmoud ,0
Mahmoud El-Farra for Mission Viejo City Council,0
Maggie Stern ,0
Maggie Phair Institute,0
Maggie Pearson Marketing ,0
Magaziner for Treasurer,0
Maga Maga Club,0
Madwire Media LLC,0
Madison Rodgers for House,0
Madison Democratic Town Committee,0
Madison County Iowa Democratic Central Committee,0
Madison County Democratic Women,0
"MadiganAndShanleyForWyckoff 131 Crescent Avem Wyckoff, NJ 0748`",0
Madhu Bajaj for School Board 2018,0
Madhu Anderson for State Representative,0
Madhav,0
Madeleine Leveille,0
Madeleine Burnside,0
Macon County Young Republicans,0
Macon County Democratic Central Committee,0
Mackey for House 2018,0
"Maciejewski, Rinaldi & Mara for Berkeley Heights",0
Machaela Cavanaugh for Legislature,0
"MacFarlane for County Commissioner, 116 Arrowhead Trail, Bozeman, MT 59718 - D",0
MacFarlane for County Commissioner,0
MYLPA Omaha,0
MXD Magazine,0
"MSP NOW, Minneapolis/St. Paul Chapter of the National Organization for Women",0
MPP,0
MOVE Texas,0
MOLLY NEUMAN FOR JUDGE 2018,0
MNYS,0
"MN Can't Wait, a program of Minnesota Center for Environmental Advocacy, St. Paul, MN",0
MJ For Texas,0
MIchael Case,0
"MI Time to Care, PO Box 1502, Royal Oak, MI 48068",0
MGCo Coalition for Human Dignity,0
MDD Signature,0
MD Kiddy,0
MD Alam for House,0
MARYIN VARGAS FOR COUNTY COMMISSIONER DISTRICT 6,0
MAGA and Trump Supporters,0
MAGA Carolinas PAC,0
M25 Initiative,0
M/Ocean Tees and Gear,0
Lyon County Democratic Party,0
Lynn Pryor,0
Lynn Morlier Democratic Precinct Chair Williamson County TX PCNT 146,0
Lynn Anderson for Brown County Commissioner,0
"Lynn Amano for Board of Education, Niki Yianilos, Treasurer",0
Lynchburg Area Young Republicans,0
Luros for City Council 2018,0
Lundy for Brown Township,0
Lumity,0
Luke von Trapp,0
"Luke Tinsley for County Commission; Stanton Anno, Honorary Treasurer; Andrea Forsythe, Treasurer",0
Luke Tatum,0
"Luke Bryant for Prosecuting Attorney; Sarah Dudley, Treasurer",0
Lujan for Assembly ,0
Luis Zaldivar,0
Luis Saldana,0
Luis Padilla,0
Luis Feliciano,0
Lucy Vinis,0
Lucy Reflects,0
"Lucy Lowry, PO Box 2103, North Mankato, MN  56003",0
"Lucy 2018, Patricia Marshock, Treasurer. Approved by Lucy Dathan.",0
Luckner For Congress,0
"Lubbock Lights, LLC",0
Lower Valley Energy ,0
Lower Merion Ward 5 Democratic Committee Persons,0
Lower Makefield/Yardley Democratic Committee,0
Lovejoy for House,0
Love for NC,0
Louisiana Oil & Gas Association,0
Louisiana Lawsuit Abuse Watch,0
Louisiana Fact Check,0
Louise Works 2018,0
Louis G Lyras,0
Louis Cosentine,0
Louie Luchini for Senate,0
Loudon County Democratic Party,0
Loudermilk for Congress,0
Lou Ford,0
Lou For All Inc,0
Lost Pines Republican Women. Not authorized by any candidate or candidate committee.,0
"Lost AF in Translation, LLC",0
Los Padres ForestWatch,0
Los Alamos Democratic Party,0
Lorre Kantz,0
Lorien Cunningham for Cupertino School Board 2018,0
Lorie Burch for Congress,0
"Lori Olson for W.I.S.D. School Board, Place 1, Campaign",0
"Lori Olson WISD School Board, Place 1",0
Lori Heuer for Galt City Council,0
Lori Hendricks - Wagoner County Clerk,0
Lori Egan for Iowa House,0
"Lori Clemons County Commissioner Race Candidate. Robert Clemons, Treasurer",0
Lori Braucks for Hastings City Council,0
Lori Black for St. Joe Township Board,0
"Lori Berman, Democrat for Florida Senate 31",0
Loren Middleton,0
Lorain County Libertarian Party,0
Lopez for Supervisor 2018 FPPC#1400664 ,0
Long Beach Firefighters,0
LondaTindle4KS13  Stacie Ray Treasurer,0
Lokesh Kumar For Congress,0
Lois Kaneshiki,0
"Lois Epstein, other Alaskans, and Alaska-based organizations",0
Lois Benson for ECUS District 2,0
Logan Sisco for Turlock City Council 2018 FPPC ID: 1406508,0
Logan Lynn Music,0
Logan County Electric Cooperative,0
"Log Cabin Republicans of the District of Columbia, Inc.",0
Log Cabin Republicans of Rhode Island,0
Loftis for Treasurer,0
"Lockwood for Norwich, Regina Dickinson, Treasurer",0
Lock Him Up T Shirts,0
"Local Taxpayers for Responsible Spending, William Groeper, Treasurer",0
Lloyd Wold,0
Lloyd Princeton-For the People FEC C00663450 ,0
"Liz for the 42nd, David Holdridge, Treasurer. Approved by Liz Schwebel.",0
"Livingston County Republican Party with regulated funds, P.O. Box 923, Brighton, MI 48116 (Not authorized by any candidate or candidate committee.)",0
Livingston County Progressives,0
"Livingston County Democratic Executive Committee, 8028 Grand River, Woodland Plaza Suite 7, Brighton, MI 48114. Not authorized by any candidate or candidate committee.",0
Living Independently for Today & Tomorrow Inc.,0
Livermore Parents,0
Live Green Real Estate,0
"Little, Brown and Company",0
"Little Villagers, S.P.C.",0
Little Steps Big Impact,0
Little Feminist Book Club,0
Little Dictator Game,0
Lissie Stahlman,0
Lisa Ryan ,0
Lisa R Seger Campaign Fund,0
Lisa Miller Campaign For Polk County School Board District 7,0
Lisa Marie Nolen,0
Lisa Longo,0
"Lisa Kaplan, Natomas School Board 2018",0
"Lisa Jarosinski for District 2, Sharon Buntman, Treasurer",0
"Lisa Gillmor for Mayor 2018, FPPC #1407259",0
Lisa Eastep Clark Treasurer,0
Lisa Dullum for County Council,0
Lisa Carpenter Knapp,0
Lisa Bough Burkdoll for Cedar County Collector Pam Chism Treasurer,0
Lis Cox,0
Lionel for Benicia City Council,0
"Lion Technology, Inc.",0
Lion Recovery Fund,0
Linton Park,0
Linsey Fagan for Texas,0
Linglestown Gazette,0
"Linehan 2018, Kathleen Maloney, Treasurer. Approved by Liz Linehan.",0
Lindy Li,0
Lindsey West,0
Lindsay Sabadosa,0
Linda for Sandoval County,0
Linda Westergaard for City Council,0
Linda Wade 4OK State Senate Fund 2018,0
Linda Rawles,0
Linda Lou Osborne for School Board Dist. 4,0
"Linda Kirby for Judge Campaign, Archie Macias, treasurer",0
Linda Devore for House 44 Committee,0
Linda Bright for City Council At-large,0
Linda Breen for Carlsbad City Council D1,0
Linda Breen For Carlsbad City Council District 1,0
"Linda Bell Robinson, 0104 Precinct Chair",0
Linda B Hansen for Utah Board of Education,0
Lincoln Unified Teachers Political Action Fund,0
Lincoln Strategy Group,0
Lin Law Firm,0
Lima/Allen County Chamber of Commerce,0
Lillian Raffel,0
Lilie Schoenack,0
Liles Taylor for Magistrate,0
Lightyear,0
Liftable Engagement Services,0
Lift Louisiana,0
LifeWorks,0
Life of Endi,0
Life Choices of North Central Louisiana,0
Licking County Libertarians,0
Libra Group,0
LibertyCons,0
Liberty or Death Project,0
Liberty on the Rocks Flatirons,0
Liberty for All Seasons,0
Liberty Road,0
Liberty News 1776,0
Liberty Never Sleeps With Thomas Purcell.,0
Liberty Junkies,0
Liberty Clothing Co.,0
Liberty Alerts,0
Libertarian Party of the Tennessee Valley,0
Libertarian Party of Wake County,0
Libertarian Party of Tennessee Valley,0
Libertarian Party of San Mateo County,0
"Libertarian Party of Polk County, FL",0
Libertarian Party of Polk County Iowa,0
Libertarian Party of Philadelphia,0
Libertarian Party of Pennsylvania,0
"Libertarian Party of Orange County, FL",0
Libertarian Party of Manatee County,0
Libertarian Party of Kentucky 3rd District,0
Libertarian Party of Kentucky,0
Libertarian Party of Johnson County,0
Libertarian Party of Grays Harbor,0
Libertarian Party of Colorado,0
Libertarian Party of  New Mexico,0
Liberate Laguna and Liberate Laguna PAC. PAC FPPC # 1405838.,0
"LiberalViewer, A Media Criticism & Political Analysis Vlog on YouTube",0
Liberal SpecialTees,0
Liberal Drivel,0
Libby for Senate,0
Libby Fischer Hellmann,0
Lexy,0
"Lexi Jo Isaacson, 2018-2020 North Central Region Governor",0
Lex Leifheit for School Board 2018. FPPC# 1401255,0
Lewis-Ward for GA Families,0
Lewis Moore for State House 2018,0
"Lewis G. Owens, Jr. campaign fund",0
Lewis Combs,0
Lewis Adame,0
LevelTalk®,0
Levana Bratique,0
"Let's Talk Nation, LLC.",0
Let's Talk About It Radio Show,0
Let's Grow Kids,0
Let's Drive NJ Campaign,0
Lester Mascon,0
Leslie Rutledge for Attorney General ,0
Leslie Kinstler Moran,0
Leslie H Pico for Secretary of State,0
"Lesley Couch, Candidate for County Commissioner, D11.  Lesley Couch, Treasurer",0
"Leshan Jayasekera  Pol Adv. for Justice of Peace, Precinct 2, Place 2, Brazoria County, Texas, Raja Muthupillai,Treasurer",0
Lesbian Pride Organization ,0
"Les Tillery for City Council District 2 P.O. Box 18162 Huntsville, AL 35804",0
Les Roediger ,0
Leonel Lonnie Guerrero.,0
Leo Karruli,0
Leo Blundo for Nye County Commissioner ,0
"Len Assante for Sumner County Commission, Oliver Barry Treasurer",0
"Lembo for CT. Joshua C. Shulman, Treasurer. Approved by Kevin Lembo.",0
Leila Counts ,0
Leigh Jones for State Representative,0
Leigh Eby Scrabis candidate for Fort Myers City Council Ward 4,0
Leigh Ann Cook for School Board 2018,0
Legislator Matt Luvera,0
Legislative Black Caucus of Michigan ,0
LegalMatch,0
Legal Insurrection Website,0
Legal Aid at Work,0
Legacy Republican Club via Cassie Weaver,0
"Legacy Innovations, LLC",0
"Left Over Rights LLC, an independent grassroots movement",0
Left In Texas Podcast,0
Leesha Ford for MT Legislature • Treasurer: Peggy Tremper,0
Lee White,0
Lee Uber for City Council 2018 - FPPC #1406115,0
Lee Bridges for HD 92 ,0
Lee B. VIning - Candidate for SC House District 17,0
Lee A. Shiver,0
"Lebanon Democratic Committee, Lebanon, NH",0
"Leavenworth County Democrats, Bill Strobel, Treasurer",0
LearningBond,0
Learn to Lobby from Nexus Werx LLC,0
"Learn Together, Live Together",0
Learn Our History,0
Leander Democrats,0
Leah for Assembly 4335 Birch Lane Fairbanks AK 99709,0
League of Women Voters of the Fairfax Area,0
League of Women Voters of the Austin Area - Empowering voters. Defending democracy.,0
League of Women Voters of Santa Barbara,0
League of Women Voters of SJC,0
League of Women Voters of Roseville Area,0
League of Women Voters of Pennsylvania,0
League of Women Voters of Murfreesboro/Rutherford Co,0
"League of Women Voters of Kansas City, Jackson, Platte & Clay Counties",0
League of Women Voters of Florida,0
League of Women Voters of Delaware,0
League of Women Voters of Bucks County,0
League of Women Voters of Broward County,0
League of Women Voters Upper Mississippi River Region,0
League of Women Voters St. Paul,0
League of Women Voters Seattle-King County,0
League of Women Voters Education Fund,0
League of Women Voters Dakota County,0
Leadership for Educational Equity,0
Leader Heights,0
Lead the Change Now,0
Lea Black,0
LeVette Fuller for City Council,0
"LeDoux for State House • 8859 Cross Pointe Loop • Anchorage, AK 99504",0
LeDante Walker Sr.,0
"LeClerc for Probate, David Becker, Treasurer Approved by Bryan L. LeClerc",0
Lazarus/Foster Authors,0
Lazarus for Chair,0
Lawrence Township Democrat Club,0
Lawrence King for School Board,0
Lawrence Goldfarb Criminal Justice Partners,0
Lawrence County Republican Executive Committee,0
Lawrence County Democratic Party,0
Law Offices of Shane McClelland,0
Law Offices of Gail S. Seeram,0
Law Offices of Anthony Carbone,0
Law Office of Robbi Abrams Cook,0
Law Office of Marco Pacheco,0
"Law Office of Jessica Piedra, LLC",0
Law Office of Grace E. Kim PC,0
"Law Office of Eduardo Z. Herrera, LLC",0
Lavish Tingz,0
Lavine for Good Government,0
Laurie Santulli County Legislator,0
"Laurie Rich Levinson, nonpartisan, for Broward County School Board District 6",0
"Laurie Halverson for Delegate - Joe Schmelzle, Treasurer",0
Laurie Floyd,0
Laurie Bluedorn,0
"Laurent Colvin, DC",0
Laurens County Tea Party,0
Lauren S. Kruskall,0
Lauren Mayer,0
Lauren Doherty for Allen City Council Place 3,0
Lauren Crandall,0
Lauren Babis,0
"Laurel for State Rep, Victoria Short, Treasurer. Approved by Laurel Steinhauser.",0
Laurel Prussing for County Treasurer,0
Laurel Prussing For Treasurer,0
Laura for Kansas,0
"Laura for CT. Molly Saleeby, Treasurer.",0
Laura White Brown for Morehead Mayor,0
Laura Sterling,0
Laura Sibilia for VT,0
Laura Shaffer For Circuit Court Judge,0
"Laura Price for County Council, Jean C Everngam, Treasurer",0
Laura Peters for Nevada Irrigation District Division 4 fppc #1404010,0
Laura Parmer-Lohan for San Carlos City Council · FPPC #1403049,0
Laura Koerner Campaign,0
Laura Hubka,0
"Laura Devlin for State Representative, Loretta Chory, Treasurer. Approved by Laura Devlin.",0
Laura Cain,0
Laura Austin Thomas for District Attorney,0
Lauderdale County Democratic Party,0
Latitudes Environmental,0
Latitude 45,0
Latinx Spaces,0
Latino Union of Chicago,0
Latino Tax Professionals Association,0
Lathrop for Legislature,0
Latasha Robinson for Mayor,0
Latah County Democrats,0
Las Vegas Newspaper,0
Las Vegas Global Economic Alliance (LVGEA),0
Las Vegas Academy Alumni Association.,0
Las Oficinas de leyes del abogado Alexander Cross,0
Las Americas Immigrant Advocacy Center,0
Larsen Jay for Knox County Commission,0
Larry's Ice Cream,0
Larry Wilson,0
Larry Smith for McNairy County Mayor,0
Larry R Shockey. Views expressed are those of the author only. Copyright 2018.,0
Larry Lambert for State Representative,0
Larry Knight,0
"Larry King for Prosecutor, PO Box 104, Mt. Pleasant, MI 48858",0
Larry Kay for Bernalillo County Probate Judge,0
Larry Jeffers,0
"Larry Groh Jr. for 51st District, Lauri Germain Treasurer. Approved by Larry Groh Jr.",0
Larry George,0
Larry Carr,0
Larry C. Strickland Campaign Committee ,0
Larry Bodine,0
Larose for Vermont,0
Lark Lo,0
LareDOS News,0
Laramie League of Women Voters,0
Lanita Wittt for County Commissioner,0
"Lane Kilgore 122 CR 14 Muscadine, AL 36269",0
Lane Gulledge,0
Landry for West Texas,0
Landon for House Pam Landon Treasurer,0
LandCAN,0
Land Stewardship Project,0
"Lance Ralston for Oxnard City Council 2018, Campaign FPPC ID #1410534 ",0
Lancaster County Republican Party,0
Lana J. Heath de Martinez,0
Lampert for Sheriff,0
"Lamb for Justice Committee, Bob Fenlon, Treasurer",0
Lamar Thorpe for Antioch City Council,0
Lakin for Ventura City Council District 5 2018,0
Lakeport Police Department,0
Lake and Main,0
Lake Vermilion Chamber of Commerce,0
Lake Orion Community Schools,0
Lake County Republican Women,0
Lake County Republican Party,0
Lake County Democratic Party,0
"Laiben Election Committee, John F Laiben-Treasurer",0
Lahrmer & Associates,0
Laguna Beach Democratic Club,0
Lady Peace,0
Lady Parts Justice,0
Lady Freethinker,0
Ladera Rancho Chamber of Commerce,0
Lacresha Gibson,0
Labrosse Team for Lower Taxes and Honest Government,0
Laborwave Revolution Radio,0
Labiosa for Council,0
"LaTonsha ""LT"" Pridgen for Coles Supervisor Campaign Committee",0
"LaShawn Strachan for Hillsborough County Court Judge, Group 8",0
LaSalle County Democratic Central Committee,0
LaPorte County Democratic Party,0
LaKeisha Purchase,0
LaHood for Congress,0
LaDonna Appelbaum for Missouri,0
LaBruno for Dumont,0
La Malinche Restaurant,0
LTRO,0
LTMB,0
"LTC (Retired) Terry Owens, Candidate for Radcliff City Council",0
"LT Democratic Victory Committee 607 Seagrove Ave, Cape May, NJ",0
LR3 Consulting,0
LP Indivisible,0
LOVE IS A RAINBOW,0
LML investments Larry Levine President ,0
"LIUNA Minnesota, 81 E. Little Canada Road, Saint Paul, MN, 55117. This is an independent expenditure not coordinated with or approved by any candidate nor is any candidate responsible for it.",0
LISSETH FLORES BELL GARDENS CITY COUNCIL 2018,0
LGBTQ Victory Institute,0
LGBTQ Victory Fund,0
LGBT Puerto Rico,0
LGBT Caucus - Arizona Democratic Party,0
LDS Dems,0
LD10 Pima Democratic Committee,0
LAW OFFICE OF DAVID BARLAVI,0
LALC Lifting Away Life's Challenges,0
LA County Residents United to Re-Elect Sheriff Jim McDonnell 2018,0
L.E.A.D. Nation & the South Florida Youth Summit,0
L.A. County Strong,0
L. W. Henderson,0
L. M. Lewis Consulting,0
"L. David Patterson, City Treasurer",0
Kymberlie Davis for GRPS School Board,0
Kyle/Buda-Area Democrats.,0
Kyle Stecker for Supervisor Committee,0
Kyle Kacal Campaign,0
Kyle Branham for Versailles City Council,0
Kyle Boese for Legislature,0
Kushmer For Congress,0
"Kurt M. Ahlberg, Judge of Probate 2018 - Susan E. Fennell, Treasurer, Approved by Kurt M. Ahlberg",0
Kurt Krakowian,0
Kurt Glazier - Whiteside County Republican Party Chairman,0
Kumar for Council 2018 (FPPC Id 1364692),0
Kshama Solidarity Campaign,0
Krytyka Journal,0
Krystal Valdez for Ellis County Clerk,0
"Krupen & Subnani Investment Group, LLC",0
Krug for Colorado Schools,0
Kritsine Kraus for Seminole School Board 1,0
"Kristopher Tramont, REALTOR®",0
"Kristina M. Caudle, Treasurer, Citizens for Bernard Semler",0
Kristina Garner,0
Kristin Sunde for Iowa House,0
Kristin Clark for Registry of Deeds,0
Kristifier Paxton,0
Kristie Fiegen for South Dakota,0
"Kristen Grimm for TN Senate, Susan Nance, Treasurer",0
Kristen Chambers,0
Kris Morse Bledsoe,0
Kris Coffield,0
Kris Beecher,0
Kring for Supervisor 2018,0
Kreitlow Media,0
Kratom Trade Association,0
Krapohl For Council,0
Kory Davis,0
Koreatown Youth and Community Center ,0
Korah Kids,0
Kootenai County Democrats,0
Konni Burton | Texas State Senator,0
Kolkovich for Ohio,0
Kolker for HD38,0
Koling LLC,0
Kolby Granville,0
Koi Rivers for Cosumnes CSD,0
Knute for Governor,0
Knox County Democratic Central Committee.,0
Knoblach Volunteer Committee,0
Kniech for Council At-Large,0
Kiyomi Kowalski for Las Virgenes School Board 2018,0
Kittitas County Democratic Party,0
Kitchen for Court of Appeals Committee,0
Kiser For Magistrate Campaign,0
Kirtland Community College,0
Kirsten Kennedy for Congress,0
Kirsch for Judge Committee,0
Kirk Albertson,0
Kirill Zadov,0
Kipper Tabb for State House,0
Kings County Politics,0
King County Republican Party,0
Kind to Kids Foundation,0
Kimo Gandall,0
Kimi Recor,0
Kimbrough for Sheriff 2018,0
Kimbrough for Sheriff,0
"Kimberly Wiggins for Trustee Betty Burchett, Treasurer",0
"Kimberly Tijerina, Treasurer",0
Kimberly T. Powers,0
Kimberly Helms Lewis for District Attorney 2018,0
Kimberly Ellis,0
Kimberly Ann Cobos-Cawthorne for Council 2018 #1409015,0
KimGarnier4PUSD,0
"Kim Rose 2018, Christopher Marino, Treasurer, Approved by Kim Rose ",0
Kim Porteous,0
Kim Olson for Texas Commissioner of Ag,0
Kim Olson for Texas ,0
Kim Olson for Commissioner of Agriculture,0
Kim Norton for Mayor Committee,0
Kim LaSata for State Senate,0
"Kim Johnson, Democrat, Florida House of Representatives District 84. 4888 Kings Highway, Box 407, Fort Pierce, FL 34951",0
Kim Craig Sitler,0
Khary Penebaker,0
Khalil El-Saghir for Dearborn School Board,0
Keystone Research Center,0
"Keyes for Wisconsin, Treasurer:  David Luebke",0
Key West The Newspaper ,0
"Key West Bicycle Association, a cycling advocacy group located in Key West, FL",0
"KevinMD, LLC",0
"Kevin Whiteside for County Commissioner 2018 12520 N 432 Rd, Adair, OK 74330",0
Kevin Vornheder for Arkansas Senate - District 17,0
Kevin Sutton ,0
Kevin Reid for DeLand Commission ,0
Kevin Puckett for School Board,0
Kevin Peterson,0
"Kevin Nelson for Missouri - Rose Nelson, Treasurer",0
Kevin Miller for State Representative,0
Kevin L. Campbell,0
Kevin Hoffer,0
"Kevin Grubb for Frederick County,  Authority Treasurer, Audrey Brkovich ",0
Kevin EarthSoul,0
Kevin Drummond,0
Kevin Davis,0
Kevin Bolling - Secular Student Alliance,0
Kevin Biederman for Hollywood Commission District 5,0
Ket Noi Nguoi Viet,0
Kerr County Democratic Party ,0
Kern County Supervisor David Couch,0
Kern Cast Media,0
Kerith Cares,0
Keri Kropke for Brea School Board 2018 FPPC Pending,0
Keri Kropke for Brea School Board 2018,0
"Kentucky Waterways Alliance Inc. to protect, restore, and celebrate the waterways of the great Commonwealth of Kentucky",0
Kentucky State AFL-CIO,0
Kentucky National Organization for Women,0
Kentucky Chamber of Commerce,0
Kentucky Center for Economic Policy,0
Kentuckians For The Commonwealth	,0
Kent Miller for Woodford County Clerk,0
Kent Jarnig 4 HD 20,0
Kent County Democratic Committee,0
Kenny Saltsman for Magisrate,0
Kenny Jacobs,0
Kenny Brown for Boone County Clerk,0
Kennis Thompson ,0
Kennette Goodman,0
Kenneth Ivory Campaign Committee,0
Kenneth Bogner for State Senate (R) 1017 Pleasant St Miles City MT 59301,0
"Kennedy for School Board, District 2 (Manatee Schools 34205)",0
"Kengla for Hampshire County Commission, Dale Brady, Treasurer",0
Kendrick Roberson,0
Kendra Von Achen for Board of Education,0
Kendra Fershee for Congress,0
Kendall Lambert for Vermont House,0
Kendall County Democratic Party,0
Kendall Baker Campaign,0
Kency Gilet,0
Ken Strange Campaign,0
"Ken Rawdon for HUSD School Board Committee, 2018",0
Ken Pfalzgraf for AADUSD Board of Trustees,0
Ken Goslant for House,0
Ken Coomer for State House LLC,0
Ken Blackwell and Friends,0
Ken Alexander for Hamilton County Council,0
"Kelly Yvonne Mitchell for Ada County, Camille Mitchell Treasurer",0
Kelly Smith Greene,0
Kelly Ratzlaff,0
"Kelly Pollock of Chicago, Illinois",0
Kelly Morrison for Minnesota House Committee PO Box 684 Wayzata MN 55391,0
Kelly Moller for State Representative,0
Kelly Gallaher,0
Kelly For District 87,0
Kells Hetherington for Escambia County School Board ,0
"Kelli Ward for Senate, Inc., www.KelliWard.com, 1628 E Southern Ave, #9329, Tempe, Az 85282, 480-508-5278",0
"Kelli Ward for Senate, Inc, www.KelliWard.com",0
Kelley Griswold,0
Keith Woods,0
Keith Swank for Senate committee,0
Keith Rollman,0
Keith Ingram for Arkansas,0
"Keisha Bell, Democrat, For State Representative, District 70",0
Keirstead for Congress,0
Kehoe for Shasta Co Supervisor 2018 ID #1401054,0
Keepsakes Plus,0
Keep Natick Beautiful Inc.,0
"Keep Morris Strong - Smith, Krickus, and Shaw for Morris County Freeholder",0
Keep Judge Miller,0
Keep Judge Hladik 2018,0
"Keep Hilliard Beautiful PAC, Larry Earman, Treasurer, 4681 Prestige Ln, Hilliard OH 43026",0
Keep Commissioner Gary Williams,0
Keep Calvert Country,0
Keep Austin Affordable,0
Keep America Great Memes,0
Kayvan for Denver,0
Kaysuv Boyina,0
Kayla Jones for Seaside Mayor 2018,0
"Kavanaugh for City Council, PO Box 271047, Ralston NE 68127",0
Kaumo for Mayor,0
Kaufman for Board of Education,0
Katrina Chaney for Re-elect Katrina Chaney ( Republican),0
"Katie Tripp, Democrat, for State Representative, District 25",0
Katie Morgan for School Board,0
Katie For Carteret,0
Katie Elliott,0
Kathy Narum for City Council 2018,0
Kathy Mohr-Almeida for Senate LD25,0
Kathy Maness for Lexington Town Council,0
"Kathy Lewis, Democrat, for Florida State Senate District 20",0
Kathy Gordon  The views expressed here are meant to keep local progressives/Democrats informed about events of interest. Your relevant comments are welcome. Please keep it polite.,0
Kathy Gill,0
Kathrynn Thompson,0
Kathryn Eardley,0
Kathleen Sances,0
"Kathleen Peters, Republican, for Pinellas County Commission, District 6",0
"Kathleen James for State Representative (PO Box 1044, Manchester Center VT 05255)",0
Kathleen Davies for Delaware State Auditor,0
Kathie Darby for Utah House District 9,0
Katherine Larson Kabot,0
