,95777
"Christine Thurmond, nonpartisan candidate, for Circuit Court Judge, Second Circuit, Seat 12",3
Christine Sterling,3
Christina Fugazi for City Council.,3
Christina Fugazi for City Council,3
Chrissy for Oregon,3
Chris van Avery,3
Chris Stanley,3
"Chris Meier for 34th Assembly, Kate Rahimzadeh, Treasurer",3
Chris Humphrey Committee,3
Chris Betts,3
Choose Seko Varner,3
Chicago Socialist Alternative ,3
Chicago Humanities Festival,3
"Cheryl Butler - Chair, Summit County Democratws",3
Cherokee Christian Schools,3
"Check In Michigan, the Michigan Municipal League & the Michigan Townships Association ",3
Charlie McConkey for State Representative,3
Charleston Coalition For Kids,3
Charles McCall,3
Charles Galemmo,3
Charles Fox,3
Charles Coyne,3
Charity Mobile,3
Chappelear for Nebraska,3
Chad Karl,3
Cesar Cisneros for President Campaign,3
Central Ohio Worker Center,3
Central New York Community Foundation,3
Center for Migration Studies of New York,3
Center for Community Action and Environmental Justice ,3
"Celina for Texas. Carolyn Aschbacher, Treasurer",3
Celeste Williams Campaign,3
"Cecil L. Pendergrass, Republican for Lee County Commissioner ",3
Catch Digital Strategy,3
Casey Cooper for Treasurer,3
"Case 2018, Dustin Bingham, Treasurer. ",3
Cartersville UNCUT AD LLC,3
Carroll White REMC ,3
Carroll County Democrats New Hampshire,3
Carriveau Custom Creations,3
"Carol Swain Enterprises, LLC",3
Carol Donovan Campaign,3
Carmen Ramirez for Oxnard City Council District 2 – 2018,3
Carlos Corral,3
Carbon Power & Light ,3
Capitol Intelligence Group Turning Swords into Equity (®),3
Cape Coral Republican Club,3
Candidate on her own behalf,3
Candidate Dave Nelson,3
Candidate Command,3
"Candelora for State Rep, Dennis Cole, Treasurer. Approved by Vincent Candelora.",3
Candace Crouse for Judge,3
Canarecci for County Council,3
"Campaign to elect Eddie Smith, Dale Bailey, Treasurer",3
Campaign to Elect C. Rolanda Robinson,3
Campaign to Elect Andrea Duhon,3
Campaign of Dean Schamore,3
Campaign for Ron Kresha,3
Camera for Senate,3
Camelot Education,3
Callen4Indiana40,3
Callaway Electric Cooperative,3
California Wilderness Coalition,3
California Rifle & Pistol Association Political Action Committee,3
California Labor Federation,3
California Grocers Association,3
"California Farm Water Coalition, a 501(c)3 nonprofit, educational organization",3
Cain Turner,3
Cafe con Leche con AARP Florida,3
"Cade Resnick for Seminole County School Board, District 1",3
Cabrera for City Council 2018,3
"CTMT. David Desjardins, Treasurer. Approved by Joe Aresimowicz.",3
CTE Thomas Albert P.O. Box 164 Lowell MI 49331,3
"CTE Jonathan Williams Jackson County Commissioner 803 Brighton Rd Jackson, MI 49203",3
CRC,3
CNY Fertility,3
CE Pro,3
CCSA Advocates ,3
CCHO Action,3
CASKEY for House,3
CAIR Sacramento Valley,3
"C. Paullin, Conservation Music volunteer.  The mission of Conservation Music is to enable grassroots action for a healthy planet by cultivating the use of music as an educational tool.",3
"By Authority: Baltimore County Democratic Central Committee, Douglas Sentz, Treasurer.",3
"By Authority, Friends of Janet Siddiqui, David Magovern Treasurer",3
"By Authority, Dr Richard Bruno for Maryland; Mary Bruno, Treasurer",3
"By Authority of Beth Swoap, Treasurer",3
Butte County Democratic Central Committee,3
Burke for Tulsa County Assessor 2018,3
Bureau of Business and Economic Research at the University of Montana,3
Burbank Housing Corporation,3
Burbank Firefighters Local #778 ,3
Bryce Johnson for School Board,3
Bruderhof,3
Bru Ploog for City Council,3
Broward College ,3
Broome County Republican Committee,3
"Bronze Horse LLC. Bronze Horse LLC is not authorized by, or funded by, any campaign or candidate. Bronze Horse LLC is privately owned and operated. The owner(s), operator(s), and employee(s) are not funded or compensated by any campaign or candidate.",3
Brittany Pettersen for Colorado,3
Bridger Valley Electric Association,3
Brice for Trustee,3
Brian Whelan for City Council 2018,3
Brian Clark for State Representatiave,3
Brent Webster Consulting LLC,3
Brent Walsh,3
Brent Morris,3
Brenda Roberts for Oakland City Auditor 2018 (FPPC# 1403762),3
Brandy Hallford for Judge Campaign,3
Brad Westmoreland for Yuba City Council 2018 - FPPC #1408018,3
Brad Raven,3
Brad Chadford - Model Citizen.,3
"Bowers for Cecil-Authority Sydney Comitz, Treasurer",3
Boss Baby Trump,3
Bolen for Senate,3
Bob McCollister for Lawrence County Commissioner,3
Bob Lindsey For LA County Sheriff 2018,3
Bob Gaus and Dr. Josh Lipsman for Greene County Coroner,3
"Blount County Democratic Party – Mary Snyder, Treasurer​",3
"Blossom for Gallatin County Treasurer PO Box 1253, Belgrade, MT 59714 - Democrat",3
Blosser Law Office,3
Blank Spots,3
Blakespear for Mayor 2018,3
Black & White or Gray,3
Billy Ray Hughes,3
Bill West for Sheriff Cindy Peas Treasurer,3
Bill Pollard Campaign,3
Bill Phifer,3
"Bill Jones, Candidate",3
Bill DeSteph for Senate,3
"Bill Chapman, Computer Programmer",3
Big Horn Rural Electric ,3
Big Country for Beto Grassroots Volunteers,3
Bicknell for Congress,3
Bichotte For Assembly,3
BeyondBasic10,3
Beyond Civility,3
Beto'Ween 2018,3
Bethel School District,3
Bethany Grace Community Church,3
Bethany Gianusso,3
Beth Nyman for Dayton KY City Council,3
Beth Kimmell,3
Beth Chapman,3
Bert Manuel for Supervisor 2018,3
Bernard Brown,3
Benjamin A. Schwartz,3
Bend the Arc: Jewish Action and not authorized by any candidate or candidate's committee.,3
Ben Zupnick,3
"Ben Hight fiduciary agent, Warren NH.",3
"Belsito for State Rep, Kathleen Jenkins, Treasurer. Approved by Sam Belsito.",3
Bee Maloney for Mandan City Commission,3
Beckett for Circuit Judge,3
Beck 4 Indiana,3
Beaver County Young Republicans ,3
"Beam Furr, Democrat for Broward County Commissioner, District 6",3
Bastrop County Young Republicans ,3
Bassett for Commissioner,3
"Barry for CT, Jake McChesney, Treasurer. Approved by Jill Barry.",3
Barry Chertov,3
"Barnhart for Delegate, Stephanie Curran, Treasurer",3
Barbara Guy For Town Council,3
Ballotpedia,3
Ballot Box Strategies,3
"Bakersfield Republican Women, Federated",3
Badiga for FCUSD School Board Trustee 2018 #1406588,3
BUILD the WALL,3
BRAT-PAC (Broader Representation Advocacy Team),3
BP,3
BAPAC,3
BACERRA FOR CITY COUNCIL 2018 FPPC #1398809,3
Avalie Muhlestein Campaign Fund,3
Authority: Jennings for Howard County; Treasurer Kelley Singer,3
"Authority: Friends of John Grasso, James Appel, Treasurer",3
"Authority: Friends of Gail Bates, Robert Bates, Treasurer",3
Authentic American Tees,3
Audrey Hudson,3
"Atwell Media, LLC",3
Attorney Chas Calenda,3
Assemblyman Jay Obernolte,3
Asian Counseling and Referral Service (ACRS),3
"Ashford Republican Town Committee, Richard Williams Treasurer",3
Arkansas Overdose Program,3
Arizona G&T Cooperatives ,3
Arik Bjorn,3
Anthony Zaller,3
Anthony J. Andronico,3
Anthony Cordaro,3
Annie Alexander - Wildtree Senior Director,3
Annette Teijeiro for Congress,3
Anne Colt Leitess for State's Attorney,3
Anna Caballero for State Senate,3
Ann Bollin for State Rep ,3
"Angela Hedgecough for State Senate  Betty Vaudt, Treasurer",3
Andy Cadena for SLO County Superior Court Judge 2018 FPPC#1403490,3
Andrew Rand,3
Andrew Hairston for Circuit Judge,3
Andrew Dustin Parks,3
"Andrea For Georgia, Inc",3
Anchorage Hillside Republican,3
"Anbex, Inc.",3
"Anastasios ""Stasi"" Kamoutsas for Community Council",3
Amy for Maine,3
Amy Erickson,3
Ampersand Strategies,3
American Values Apparel,3
American Security Project,3
American Regents Club,3
American Loggers Council,3
American Federation of State County and Municipal Employees,3
American Farm Bureau Federation ,3
"American Comeback Committee Kansas PAC. Casey Stafford, Treasurer",3
American Civil Liberties Union of Northern California,3
Amber Feller for RRISD Trustee- Place 3,3
Amanda Oaks for Canyon School Board,3
Alma del Mar Foundation,3
Allison for Congress,3
Alliance for Michigan Energy Consumers,3
Alliance for Jobs and the Economy. Major funding provided by Friends of Great Park PAC and RHW Holdings LLC.  Not authorized by a candidate or committee controlled by a candidate.,3
Allen Foster for Cumberland County Mayor,3
Allen County Right to Life,3
Allegan County Democratic Party,3
Ali for Assembly,3
Alexandria Brown,3
Alex Scott for Norman Ward 8,3
Alex Kharam,3
Alex Carter Nicholasville City Commissioner,3
Alderman Jeffrey Odham,3
Albers for Senate,3
Alan Driver for Sumner County,3
"Alabama Puppy Mill Project P.O. Box 361741 Birmingham, AL 35236",3
Akron-Canton Regional Foodbank,3
Aird for Delegate,3
Aim Higher Now,3
African American Caucus - North Carolina Democratic Party ,3
Affordable Health Solutions,3
"Adrianna Martinez, Treasurer",3
Adam Werner,3
Adam Roosevelt ,3
"Adam Parker Campaign 111 Adris Place Dothan, AL 36303",3
Adam Morgan for SC House Seat 20,3
Adam For New York,3
Ada Wilson for Alpine School Board Campaign,3
Action NC,3
"Achieving Community Excellence in our Schools (ACES), Seth Patton, Treasurer",3
"Abrams for State Senate. Peter Hargett, Treasurer Approved by Mary Abrams..",3
Abortion Clinics OnLine LLC,3
"Aaron Bell, Republican, for Nassau County Commission District 2",3
AZ Elections 18,3
ARTogether,3
ANYONE BUT CUOMO,3
ANSWER Coalition,3
AFT-Oregon,3
AARP Louisiana ,3
AARP Indiana,3
"A Veronica Sauceda for Judge 2018, FPPC # 1402953",3
A Stronger Wisconsin,3
"912 Project of the Lehigh Valley, Inc.",3
603 Alliance I-18,3
"36campaigns, Inc.",3
350 Maine,3
350 Action,3
2A Gun Magnets,3
18 Coffees,3
"1,000 Days ",3
#SeeHer,3
"""Lenny for Sheriff""",3
"""Kansans for Thacker"" - Karmell Thacker, Treasurer",3
" the Melissa Derrick Campaign, Blanca Loya, Treasurer, 605 Conway Dr., San Marcos, TX  78666",3
" Terry Strickland, Republican For Escambia County Commissioner District 4",3
 Ted Deutch For Congress Committee,3
 Responsible First Step Newton,3
" Heather Somers for State Senate, Constantine Antipas Treasurer, Approved by Heather Somers.",3
 Grassroots Democrats,3
" GarciaHolmes4ltgov, DJ Heckes, Treasurer",3
 Friends to Elect Jimmy Vega.,3
" Committee for McIntosh,  Linda McIntosh, Treasurer",3
" Citizens for Matt Dernoga, George Arnold, Treasurer",3
 Carey Davis for San Bernardino Mayor,3
 Barbara Schulman for School Board 2018,3
 1199SEIU United Healthcare Workers East,3
thebridgelife,2
the office of Rep. Frank Pallone,2
the funds authorized by the U.S. House of Representatives for the Ninth Congressional District of Ohio.,2
the curators of McClintock Watch - not affiliated with any political campaign or organization.,2
the committee to elect Jared Millican,2
"the committee to elect Erik Stone Probate Judge, 416 N. Third Street, Rogers City, MI 49779",2
the committee to elect Donna Sipes for Coroner,2
the committee to elect Charles Alexander for Magistrate,2
"the candidate, Jennifer Osufsen",2
the candidate via the Clean Elections Fund,2
the author. Not affiliated with any political candidate.,2
the Williamson County Republican Central Committee,2
the Utah Republican Party,2
the Union County Democratic Committee,2
the Turner Campaign,2
the Town of Bethlehem..,2
"the Studio for Southern California History, dedicated to critically chronicling the region in order to foster sense of place.",2
the Seventh Congressional District Republican Party of Minnesota.,2
the Seneca County Democratic Party,2
the Seminole County Democratic Party.,2
the Scott Heselmeyer campaign.,2
the Richmond IWW,2
the Republican Party of Iowa. Approved by Friends for Miller-Meeks.,2
the Re-Elect Bryan Davis for Scioto County Commissioner Campaign,2
the Oregon Republican Party.  Not Authorized By Any Candidate Or Candidate Committee.,2
the Oregon Health Authority,2
the Orange County Young Republicans,2
the Office of Congresswoman Lois Frankel,2
the Northeastern Oklahoma Libertarian Party,2
the North Carolina Democratic Party. Authorized by Tim Barnsback for NC House,2
the North Carolina Democratic Party. Authorized by Simon for NC House,2
the Niagara Falls Underground Railroad Heritage Center,2
the New Mexico Working Families Party PAC,2
the Neil Henderson campaign.,2
the National Down Syndrome Society (NDSS),2
the Moreau Democratic Committee,2
"the Minnesota DFL Party, 255 E. Plato Blvd., St. Paul, MN 55107. It is not coordinated with or approved by any candidate nor is any candidate responsible for it.",2
the Michigan Council for Maternal and Child Health,2
the Michigan Coalition for Affordable Prescriptions,2
the Michigan Association of Health Plans,2
the Miami Dade Democratic Party,2
the McKnight Foundation.,2
the Maryland Bar Association,2
the Marijuana Policy Project ,2
the Maine AFL/CIO. Not authorized or paid for by any candidate.,2
the Lorraine Koss Campaign for Cocoa City Council,2
the Libertarian Party of Georgia,2
the Kosciusko County Democrats,2
the Justice and Rights Commission / Racine Dominicans,2
the Jenna Wadsworth Committee,2
the IUOE Local 49,2
the House Republican Organization,2
the Heinrich-Böll-Stiftung North America,2
the Harrison County Young Republicans,2
the Franklin County Democratic Organization,2
the Dranesville District Democratic Committee. Not authorized by any candidate or candidate's committee. ,2
the Democratic Party of Rock County,2
the Creative Sidekicks at Three(i) Creative Communications,2
the Concord-Bethel Democratic Committee,2
the Committee to elect Matthew Smith ,2
"the Committee to elect Jackie Powell, candidate for Broward County Judge",2
the Committee to Recall Judge Perksy,2
the Committee to Re-Elect Robbie Robertson,2
"the Committee to Elect Stephen Shopher, Darry Marshall, Treasurer",2
"the Committee to Elect Spiro | PO Box 1964, Mobile, AL 36633",2
the Committee to Elect Scott Urbanowski,2
the Committee to Elect Rod Pelton,2
the Committee to Elect Pranjal Vachaspati,2
the Committee to Elect Omar Mason - Judge ,2
the Committee to Elect Omar Mason - Judge,2
the Committee to Elect Maurice Horsey,2
"the Committee to Elect Judge Melissa Lawyer, Ron Auxier, Treasurer",2
the Committee to Elect Judge Bill Scully,2
the Committee to Elect Joel A. Larson Superior Court Judge Div. 2. Approved by Joel Larson.,2
the Committee to Elect Eric Wright District Court Judge,2
the Committee to Elect Dustin Parsons,2
the Committee to Elect David Durkin,2
"the Committee to Elect Chad Hampton - Weslee Thompson, Treasurer",2
the Committee to Elect Aileen Wagner,2
"the Colorado Chamber of Commerce, a registered trade name of the Colorado Association of Commerce and Industry",2
the City of Newark,2
the Carolina Immigrant Alliance Inc,2
"the Campaign for Brigid Day, Shabnam Aminmadani Treasurer",2
the California Sportfishing League,2
the California Paramedic Foundation,2
the California Gun Law App,2
the Byron Rushing Committee.,2
the Baldwin County Republican Party,2
the Association of American Universities,2
the Arbor Day Foundation ,2
the Alaska Commons Podcast ,2
the ACLU of Nevada,2
the 41st Legislative District Democrats,2
supporters to elect Mike Beltran,2
supporters and donors of Education Evolving,2
spacewhippet,2
saving monarchs,2
"reelect Yaeger for PCO 0133, 2614 Powerhouse Rd, Yakima, WA. 98902-1615, Democrat",2
poet Jay Sizemore,2
paid by committee to elect Craig Harris for County Commissioner,2
mike anderson,2
linda bauknight,2
kBoulevard,2
james elia,2
iniosante inc,2
edHelper,2
e-Fox News & Friends Online Publication,2
dominic tamin,2
"distributor Timothy Partners Ltd., member FINRA.",2
committee to elect Bengie Aguilar (D),2
client and does not endorse any candidate or candidate committee.,2
candidate Fredia Carter,2
campaign to Elect Jason Pickel as Athens City Council,2
"by authority: Mark Uncapher, Montgomery County Republican Chairman",2
by Team Sobonya for Cabell Commission,2
by Jerry Beavers for SEC,2
and authorized by RunAaronRun,2
"and approved by Ward Scott, write-in candidate for Alachua County Commission, District 2.",2
"and approved by Kimberly Daniels, for Florida House of Representatives, District 14 (D)",2
and approved by Jay Lee for School Board District 5,2
and approved by Irene Torroella-Garcia for School Board District 4,2
"and approved by Donald L. Berry, Republican for Collier County Clerk of Courts and Comptroller.",2
"and approved by Andrew Davis, Democrat, for Hillsborough County Commission, District 4.",2
and Authorized by Chad Caldwell for State House 2018,2
allgood for lca ,2
Zumbach for Iowa House,2
"Zion Evangelical Lutheran Church, 215 Elm Ave., Rahway, NJ.",2
Zellnor for New York ,2
Zellnor for New York,2
Zegers for Assembly,2
Zack Stoddard,2
Zack Cusick For School Board 6th District,2
Zachary Mowitz,2
Zachary Dickey,2
Zachary Coleman for Lakeland School Board,2
ZQuintero,2
ZAMORA for NM STATE REPRESENTATIVE DISTRICT 63 -Steve Hudson Treasurer,2
Yuba Sutter Constitutional Republicans,2
Your Weekly Constitutional,2
Young Democrats of America College Caucus,2
Yes on Prop 1 sponsored by IAFF Local 4362,2
"Yes on Measure L. Anaheim Resort Workers for a Living Wage, sponsored by organizations representing working men and women.",2
Yes on 104,2
Yes For District 205 New Schools Referendum,2
Yes For D86 School Referendum Ballot Initiative Committee,2
Yes 2 Our Students,2
Yerba Buena Center for the Arts,2
"Yellow Medicine Soil & Water Conservation District PO Box 545 Clarkfield, MN 56223 c/o Tyler Knutson, Technical Director",2
Yamhill County Awareness,2
Yahad - United for Israel's Soldiers,2
YES for Oak Creek Schools ,2
Ximena Humrichouse,2
XCluded Media,2
Wyoming Conservative Citizens ,2
Wrong for Wyoming ,2
World Under Cover News,2
Working Families Campaign Committee ,2
Woolbright for Justice of the Peace Committee 9287934346,2
Woodward for Colorado,2
Wooden Works,2
Women's World Banking,2
Women's March Vermont,2
Women's Heart Alliance,2
Women Impacting America,2
Women Democrats of Sacramento County,2
Wolf-PAC,2
WisconsinEye Public Affairs Network,2
Wisconsin NOW,2
Wisconsin Faith Voices for Justice,2
Williamson County Republican Party and not authorized by any candidate or candidate committee.,2
Williams for Judge,2
Williams County (ND),2
William Slater,2
"Will Smith for Maryland, Jonell Malone, Treasurer.",2
"Wicked Problem Wayfinding, LLC - Navigating Disruption - Building Resilience - Helping Clients Do Good In The World",2
Whitfield County Democratic Party,2
Whitetails Unlimited Illinois River Bottom,2
Whatcom Republican Liberty Caucus (WRLC),2
Whatcom Family Farmers,2
Western Washtenaw Dems,2
Western Communities of West Palm Beach Democratic Club,2
Weste for City Council 2018 ID# 1406208,2
West Wall Outfitters,2
West Chester University College Democrats ,2
West Campaign,2
"Wes Hart, SDEC for SD15",2
"Wendy for KAnsas Charlie Issacson, Treasurer ",2
Wendy Sharp,2
Well•Spring Solutions,2
Webster Electric Cooperative ,2
"Weber Keiser 2018, 22 Cypress Ter., Springfield, NJ 07081",2
We Love The New St. Pete Pier,2
We Love Costa Mesa,2
Wayne Reisetter for Dallas County Attorney,2
Wayne County Farm Bureau,2
Waters For US Senate,2
Washtenaw County Health Department,2
Washington Wild,2
Washington Healthy Kids Coalition,2
Washington County Democratic Committee,2
Walker Thomas For State Representative,2
WSB Radio,2
W.P. Mars Volunteer Committee,2
VoteCarbaugh.com,2
Vote Julie Emerson,2
Vote Hillary Stirling,2
Vote David Woody,2
Vote Charlie Collins,2
Von Loor for U.S. Congress,2
Virginians for Better Transportation,2
Virginia Natural Gas,2
"Vipan Bajwa for City Council 2018, FPPC#1410710",2
Vinyasun Corporation a solar energy and battery storage installation company.,2
Vikki Goodwin Campaign,2
Videl,2
Vicki Summers,2
Vicki Lopes,2
"Vern Nelson, publisher, Orange Juice Blog",2
Vermont Votes,2
Veena Lothe for Virginia,2
Vanessa Puig-Williams,2
Vanessa Delgado for City Council 2015,2
Valley Industry & Commerce Association ,2
Utah Proposition 2 ,2
Upstate Jobs Party,2
Uplift Syracuse,2
Update America,2
University of Southern California's Information Technology Program,2
University of Minnesota School of Public Health,2
"University of Hawaii Professional Assembly and not authorized by any candidate or candidate's committee. 1017 Palm Drive Honolulu, Hawaii 96814",2
University of California Television (UCTV),2
United We Can,2
United Way of Massachusetts Bay and Merrimack Valley,2
United Way of Greater Nashua,2
United Way of Central Iowa,2
United Patriots of Florida,2
United News International,2
Unite For Holladay,2
Unite America - Iowa Chapter,2
Union Plus & Partners,2
Union County Democratic Committee (PA),2
Unger for House,2
USUnited,2
US Pastor Council,2
UCOMM Blog,2
UC Hastings Law,2
"U.S. citizen Brian Kasher, not by any corporation, political action committee, political party or candidate. Truth2Power 4U is produced for people who want to make change in their own corner of the world. Truth2Power 4U does not endorse political candidates, take positions on legislation, or lobby. We promote participatory citizenship on social media.",2
Tyler DeArmond for Sheriff Campaign,2
Twisp Chamber of Commerce,2
Twin Cities Daily Planet,2
"Tunji Williams, Treasurer ",2
Trump Bites,2
True Patriot Wear LLC,2
Troy Rudder for Mayor,2
"Trio Marketing on behalf of clients, agents, contractors, and other contractual partnerships.",2
"Trebas for MT House, R, PO Box 2364, Great Falls, MT. 59403",2
Treasurer Arminda Mares,2
Tre'Von Cooper for Council Campaign,2
Travis Grantham for AZ House LD12,2
Trasa Robertson Cobern Campaign,2
Transportation Riders United,2
Township of North Bergen,2
Town of Rochester Democrats,2
Toren for Colorado ,2
Tor McCartney,2
Tony for Wisconsin,2
Tony Buba,2
Tony Avella for New York ,2
Tomorrow We Vote,2
Tommy Thompson for Marion County Judge,2
Tomas Ursua for City Council,2
Tom Wells 2018,2
Tom Regnier,2
Tom McMillin for State Board of Education,2
"Tom Malson for Galt City Council 2018, ID 1408921",2
Tom Konis,2
Tom Hackbarth Volunteer Committee,2
Tom Engdahl,2
"Tom Cox for Kansas, Mike Rivera Treasurer",2
Tom Boyer for Valley County Sheriff,2
Together With Jeff Smith,2
Todd Gloria for Assembly 2018,2
Title Fight,2
"Tim Tolka, author of Blue Mafia.",2
Tim McGallian for Concord City Council ,2
Tim A Merlino,2
Tilman Goins for State Representative,2
Tiffany Stoker Madsen for Clovis School Board 2018 - FPPC #1405269,2
"Tibbetts for Assembly, P.O. Box 77126 West Trenton, NJ. 08628",2
Thomas DeGise Election Fund,2
Thomas Broderick for Mayor,2
This ad was paid for by Savvy Stews,2
Third Factor,2
The committee to elect Kevin Theissen,2
"The committee to elect Judge Wes Allen, PO Box 150, Troy, AL 36081",2
The committee to elect Joshua Niday,2
The committee to elect Dixie Moore,2
The Young Democrats of Whatcom County,2
The Young Democrats of Clark County,2
The Young Democrats of America,2
The York County Young Republicans ,2
The Working Families of Michigan ,2
The Wise Conservative Show,2
The Winning Patriot Shop,2
The Wilson Quarterly,2
The Wellness & Prevention Center,2
The Veterans Democratic Club of San Diego County,2
The Vegas Post ,2
The Union County Democratic Committee,2
The Turley & Mara Law Firm APLC Newsletter,2
The Tucker County Democratic ExecutiveCommittee,2
The Truth Is In The Tweets,2
The Strongsville Republican Club,2
The Storey Teller,2
The Staten Island Independence Party,2
The Starboard Side ,2
The Starboard Side,2
The South Carolina Association of CPAs,2
"The Sid Miller Campaign, Ted Nugent, Treasurer",2
The Shawnee Green Party,2
The Seminar Network,2
The Scratch List,2
The Roundtable of America,2
The Republican Party of Arkansas and not any candidate or candidate committee. ,2
The Redford Jaycees,2
The Prosper Group,2
The Pittsburgh Foundation,2
The People For Darin Mann,2
The Ouachita Citizen,2
The Orpheum Theater,2
"The Open Mind, Hosted by Alexander Heffner",2
The Office of Economic Empowerment,2
The Office of Congressman Andy Biggs ,2
The Novice Journalist,2
The Northwest Arkansas Young Republicans,2
The Monroe County Republican Party,2
The Mendel Center at Lake Michigan College,2
The Marines and Supporters of Joe DeAngelo for National Judge Advocate for the Marine Corps League.,2
The Madison County Democratic Committee,2
The Lynne Craven Campaign for School Board District 2,2
"The Litchfield Republican Town Committee, John Cox, Treasurer.",2
The Libertarian Party of Sacramento County - FPPC ID 1363264,2
The Libertarian Party of Alachua County,2
The Lexington Ledger. This is story publish in The Lexington Ledger news and is not necessarily the opinion of its writer or the staff of The Ledger. ,2
The Levitical Society,2
"The LCW Group, Inc.",2
The Kansas Republican Party ,2
The Jeff Hooper Campaign,2
The Jane Fund of Central Massachusetts,2
The Iranian,2
The International Alliance of Theatrical Stage Employees,2
The Horsham Republican Party,2
The Henry for Commissioner Committee,2
The Hartford Gold Group,2
The Hamilton County Republican Party,2
The Greater Wenatchee Area Technology Alliance,2
The Friends of Robert Smullen,2
The Friends of Joshua Luis Pereira for East Providence City Council Ward 2,2
The Franklin Democratic Town Committee,2
The Forney Post LLC,2
The Episcopal Diocese of Olympia,2
The Embassy of the Netherlands in the United States,2
"The Electronic Intifada, an independent, nonprofit news publication.",2
The Diaper Bank of Southern Arizona,2
The Denny Buehler Memorial Foundation,2
The Democratic Women's Club of Okaloosa County,2
The Democratic Club of Toms River,2
"The Crawford County Young Republicans, a political action committee.",2
The Committee to Recall Mayor William Laforet,2
The Committee to Re-elect Commissioner George Bowman,2
The Committee to Re-Elect James Flurry,2
The Committee to Elect Tony Nations,2
The Committee to Elect Tony Exum,2
The Committee to Elect Tim Whelan,2
The Committee to Elect Summer Woodside,2
The Committee to Elect Steven Buschman for City Court Judge,2
The Committee to Elect Sandra Atwood - Stephanie Pierce Treasurer,2
The Committee to Elect Paula Drungole Ellis for Chancery Court Judge,2
The Committee to Elect Paul Nimsuwan,2
The Committee to Elect Nicholas Ayers to The Office of Pueblo Mayor,2
The Committee to Elect Michael Walrod,2
The Committee to Elect Michael V. Repella II ,2
The Committee to Elect Michael Noland Judge,2
The Committee to Elect Michael C. Paige,2
The Committee to Elect Linda Hall,2
The Committee to Elect Katherine Huffmaster,2
The Committee to Elect Jon Hinkelman,2
The Committee to Elect John Carroll ,2
The Committee to Elect Jeff Fix,2
The Committee to Elect Griffin Kirsch,2
The Committee to Elect Eric Harris,2
The Committee to Elect Eric Biggar,2
The Committee to Elect Cynthia Reinert,2
The Committee to Elect Christian J. Jorgensen,2
The Committee to Elect Brian Overmars,2
The Committee to Elect Bob Williams,2
"The Committee to Elect Amanda Oesch Prosecutor, Keshia Presley Glastetter Treasurer",2
The Committee for 2018 Measure K Parcel Tax FPPC ID 1407594,2
The Committee To ReElect Judge Sandy Steckler,2
"The Committee To Re-Elect Henry ""Rick"" Lombardi",2
The Committee To Elect Martha Newton,2
The Coalition to Help Families Struggling with Infertility,2
The Coalition to End the Condo Crisis in Montgomery County,2
The Christopher M. Mathison Campaign,2
The Charlotte County Republican Club ,2
The Captain Planet Project ,2
The Candidate Tonya Perry,2
The Campaign to Elect Tommy Budde ,2
The Buffalo Chronicle,2
The Bridge Academy Charter School,2
The Black Sheep Agency ,2
The Beat of Life,2
The Average Joe,2
The Atlantic Council,2
The Apple STEM Network,2
The American Nik,2
The American Cancer Society Cancer Action Network.,2
The American Association of Diabetes Educators,2
"The Alaska Free Market Coalition (AFMC); Ketchikan, Alaska 99901. I am David Spokely, Chair of the AFMC, and I approve this message. The top contributor to the Alaska Free Market Coalition is Connect Solutions LLC, Ketchikan AK. This NOTICE TO VOTERS is required by Alaska law. I certify that this ad is not authorized, funded by, or approved by any candidate.",2
The Alachua County Supervisor of Elections,2
The Alachua County Labor Coalition,2
"The Accountability Project, 3201 C Street, Anchorage, AK. I am Erin Berg, Chairman, and I approve this message. Top contributors of TAP are: Advanced Supply Chain International, Anchorage, and the Republican State Leadership Committee, WA DC. I certify that this online communication is not authorized, funded by, or approved by any candidate. AS.15.13.135",2
"The ANIMAL-FREE Chef in support of FIVE Principles To A Better Life: No Prejudice, Discrimination, Enslavement, Torture, Slaughter",2
The AEGIS Alliance,2
Thad Michael is Senior Benefits,2
Texas Young Democrats PAC,2
Texas Values Action,2
Texas Indivisible admins.,2
Texas Coalition to Abolish the Death Penalty,2
Texas Alliance for Life PAC,2
Texas AFT,2
Tess Teague for State House 2018,2
Terry Harrison For District Attorney,2
Terry Clark,2
Terrell Ellis for WV Senate,2
Teresa Barrett for Petaluma Mayor 2018,2
Terance D McCutchen,2
Tennessee Secretary of State,2
Tennessee Education Association,2
Tennessee Campaign for Liberty,2
Ten Minutes with Travis,2
Teamsters 117,2
Team 4 El Mirage,2
Tarkanian for Congress,2
Tanya Robinson,2
Tandem Properties,2
"Tam Boeve for Assembly, HC 89 Box 124, Willow, AK 99688",2
Talbott for Waterford City Council 2018,2
"Talana D. Watson 4 Students Campaign, Oliver L. Waters, Treasurer",2
Take18,2
Take 'Em Down RVA,2
"TW Foundation, Inc.  (A non-profit organization)",2
THE COMMITTEE TO KEEP JUDGE PAUL WOODWARD - 2018,2
THE COMMITTEE TO ELECT TRACEY BROWN FOR JUSTICE COURT JUDGE,2
TCS Upfitting,2
Swing American,2
"Suzi David. Machelle Andrew, Treasurer",2
SuzanneM. La Rochelle,2
Suzanne Fox for Leesburg,2
Susan Morris,2
Susan Lubetkin,2
Susan Dalton,2
Surge Media,2
Supporters of the BDS movement,2
